form_id,form
1817,wohne
1818,uszoge
1819,äuter
1820,hoffi
1821,schwierig
1822,sueche
1823,früeh
1824,(e)r
1825,lust
1826,ers
1827,mittlerwile
1828,suechsch
1829,(-)
1830,fra:g
1831,no)
1832,dasmau
1833,glücks
1834,glücksma
1835,definitiv
1836,öii
1837,these
1838,froue
1839,männer
1840,ghört
1841,steuet
1842,bsoffnige
1843,pilot
1844,gieng
1845,job
1846,chönnt
1847,verbinde
1848,schliesst
1849,negativspirale
1850,v
1851,viune
1852,merkt
1853,a:
1854,verstecke
1855,aukohouproblem
1856,fründeskreis
1857,fautsch
1858,d(a)sch
1859,"so'"
1860,sött
1861,hoffentlech
1862,wüus
1863,glustet
1864,ua:
1865,beidem
1866,dir:
1867,entdeckt
1868,sirupbueb
1869,(weni
1870,ig)
1871,verloffe
1872,pflichte
1873,wahrgno
1874,oa:
1875,lehrkraft
1876,chöit
1877,meint
1878,passiere
1879,kiffe
1880,problem
1881,chli:
1882,thematisiert
1883,site
1884,lehrchräft
1885,hänkes
1886,derzue
1887,(i)sch
1888,usserhaub
1889,publiziere
1890,schuele
1891,sötti
1892,beachte
1893,fröhlechers
1894,thema
1895,öbs
1896,git:
1897,ou:
1898,dIr
1899,ech
1900,ehe
1901,hützutag
1902,bedütig
1903,sicherlech
1904,ufne
1905,usere
1906,perspektive
1907,früecher
1908,grosseutere
1909,aluegt
1910,ja:hre
1911,ersti
1912,begägnig
1913,nachdäm
1914,heiter
1915,gänderet
1916,generation
1917,säget
1918,dating
1919,apps
1920,tinder
1921,romantischi
1922,vorstellig
1923,bruchs
1924,öire
1925,nutze
1926,tabu
1927,kriterie
1928,mues
1929,talentshow
1930,me:
1931,kenni
1932,cartoon
1933,serie
1934,yes
1935,online
1936,chame
1937,"ja'"
1938,gern
1939,dem
1940,findi
1941,rückmeudig
1942,uftritt
1943,live
1944,performe
1945,würds
1946,emne
1947,trio
1948,dus
1949,uswändig
1950,lied
1951,top
1952,verborgnigi
1953,gheimnis
1954,singkarriere
1955,aktiv
1956,DAS
1957,wode
1958,(isch
1959,verarschisch
1960,gwüss
1961,gwüsses
1962,täglech
1963,wuche
1964,lustigs
1965,ereignis
1966,wome
1967,priorisiere
1968,theater
1969,demfau
1970,schribet
1971,ougust
1972,(dasch)
1973,klima
1974,debatte
1975,hui
1976,dergäge
1977,sechs
1978,eso
1979,stoff
1980,wett
1981,ungärn
1982,ungerbreche
1983,witerhin
1984,haute
1985,möchtet
1986,aktuell
1987,jugendleche
1988,schüeler
1989,schüelerinne
1990,e(ifa)ch
1991,ufstand
1992,ufsehe
1993,errege
1994,demos
1995,streiks
1996,diskussion
1997,pflanzlechi
1998,lösige
1999,interesse
2000,bevöukerig
2001,schneu
2002,absteue
2003,englischi
2004,wurzle
2005,australisch
2006,muetter
2007,eigentlich
2008,in
2009,bri
2010,brite
2011,gebore
2012,australie
2013,züglet
2014,auschtr
2015,bri_gebore
2016,sibni
2017,bruefsschueu
2018,verglich
2019,isches
